station_key,station_id,name,road_name,intersection,lga,suburb,post_code,wgs84_latitude,wgs84_longitude,commercial_pct_500m,green_recreation_pct_500m,industrial_pct_500m,institutional_pct_500m,residential_pct_500m,transport_other_pct_500m,landuse_data_missing
57257,66249,Fairfield Street,Fairfield Street,Cockburn Crescent,Fairfield,Fairfield East,2165.0,-33.869324,150.963486,1.4215077311086264,0.12985924644861416,30.67526873530322,0.0,63.59067166360425,4.182692623535299,False
57052,50250,Hart Drive,Hart Drive,Mahony Road,Parramatta,Constitution Hill,2145.0,-33.797592,150.975433,0.0,0.0,0.0,0.0,100.0,0.0,False
56738,22001,Military Road,Military Road,Melrose Street,Mosman,Mosman,2088.0,-33.825577,151.233261,5.451136321462897,0.012507017289996468,0.18348807377546705,0.0,94.23409513882355,0.1187734486480812,False
55393,02384,Cleveland Street,Cleveland Street,Woodburn Street,Sydney,Redfern,2016.0,-33.888908,151.200851,18.981399439928946,2.6797119301616394,0.0,1.3034424149612545,45.42437337592397,31.61107283902419,False
99990011,7104-PR,Broughton Street,Broughton Street,Moore Street,Campbelltown,Campbelltown,2560.0,-34.066612,150.81958,0.0,0.0,0.0,0.0,100.0,0.0,False
57110,53029,Mona Vale Road,Mona Vale Road,Garrick Road,Ku-Ring-Gai,St Ives,2075.0,-33.725666,151.168045,0.0,2.5439240823073392,0.0,1.7020512444238054,95.28881047331366,0.4652141999552035,False
55383,02377,George Street,George Street,Little Regent Street,Sydney,Ultimo,2007.0,-33.883865,151.202652,21.631316953057105,3.6139872017409687,0.7875750867866751,0.011137252768746372,5.160497101847766,68.79548640379873,False
15252030,7115,Canterbury Road,Canterbury Road,King Georges Road,Canterbury,Wiley Park,2195.0,-33.929409,151.072479,0.07843889096522882,0.019321288984950617,2.5543834950941307,0.0,97.3478563249557,0.0,False
57268,68025,Great Western Highway,Great Western Highway,Liverpool-Parramatta Transitway,Holroyd,South Wentworthville,2145.0,-33.816696,150.976623,2.0403723821151756,0.1659406080812651,0.0,0.5306691565139133,97.26301785328964,0.0,False
56602,100001,Cambridge Street,Cambridge Street,Carre Avenue,Fairfield,Canley Heights,2166.0,-33.878181,150.924942,0.0,0.0,0.0,0.0,100.0,0.0,False
15286014,7168,Great Western Highway,Great Western Highway,Reservoir Road,Blacktown,Blacktown,2148.0,-33.798195,150.897125,6.65123648285898,6.501648182438009,22.499609600196848,0.0,64.34750573450616,0.0,False
57104,53003,Pacific Highway,Pacific Highway,Blytheswood Avenue,Ku-Ring-Gai,Warrawee,2074.0,-33.729225,151.122208,1.9037159910423855,0.0,0.0,0.0,93.27354406715116,4.822739941806447,False
56959,43032,Henry Lawson Drive,Henry Lawson Drive,Wainwright Avenue,Bankstown,Padstow,2211.0,-33.963131,151.04187,0.0,0.18281484424518,0.06316430315097486,0.0,99.75402085260384,0.0,False
57160,57025,Forest Way,Forest Way,Neridah Avenue,Warringah,Belrose,2085.0,-33.725773,151.219788,1.150668781175577,0.030643840191565287,0.09585396462127153,0.0,98.72283341401157,0.0,False
55385,02379,Western Distributor,Western Distributor,Allen Street,Sydney,Pyrmont,2009.0,-33.8741,151.19487,25.328675272612163,0.7824922666907702,6.70924935054967,0.0,51.887045333066716,15.292537777080675,False
57012,49002,Parramatta Road,Parramatta Road,Harbord Street,Auburn,Auburn,2144.0,-33.835732,151.023056,14.826412488818505,1.4167076410457053,69.29497445053741,0.0,0.0,14.461905419598384,False
57453,74453,Epping Road,Epping Road,Bridge Street,Parramatta,Epping,2121.0,-33.773907,151.082626,12.476942975667669,0.5619935869731815,0.0,0.0,81.83916097658155,5.121902460777606,False
57358,7159RLC,Cambridge Street,Cambridge Street,Joseph Street,Fairfield,Canley Heights,2166.0,-33.888176,150.922974,0.8512826706283896,0.0,0.0,0.0,99.14871732937162,0.0,False
15648001,7179,Jersey Road,Jersey Road,Old Prospect Road,Holroyd,South Wentworthville,2145.0,-33.817272,150.962784,0.48526390963575944,4.199972699745456,9.156121921070227,0.7330671412344119,84.9848964263432,0.44067790197095374,False
57503,85019,Camden Valley Way,Camden Valley Way,Heath Road,Camden,Leppington,2179.0,-33.976528,150.808868,0.0,0.0,0.0,0.0,0.0,0.0,True
15934015,T0485,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,-33.616264,150.273102,0.0,0.0,0.0,0.0,0.0,0.0,True
55411,02396,King Street,King Street,Newman Street,Marrickville,Newtown,2042.0,-33.898334,151.178238,18.129169831169083,2.8646666508652876,0.0,1.5985457660211457,77.21545088462908,0.19216686731539753,False
57423,74077,Junction Road,Junction Road,Edgeworth David Avenue,Hornsby,Wahroonga,2076.0,-33.708252,151.116745,0.0,0.0,0.5333378757263855,0.0,99.46509759628344,0.0015645279901822509,False
57234,66021,Woodville Road,Woodville Road,Allowrie Road,Fairfield,Villawood,2163.0,-33.888622,150.97377,0.0,0.0,0.0,0.0,100.0,0.0,False
57439,74228,New Line Road,New Line Road,Tennyson Close,Hornsby,Cherrybrook,2126.0,-33.723019,151.036606,0.0,0.0,0.0,0.0,100.0,0.0,False
57094,51233,Epping Road,Epping Road,Yarwood Street,Ryde,Marsfield,2122.0,-33.774441,151.103638,2.9677832386695595,0.0,0.0,0.0,96.25174749949701,0.7804692618334487,False
55394,02385,Regent Street,Regent Street,James Street,Sydney,Redfern,2016.0,-33.889572,151.201599,18.294117261107136,2.4880157579165956,0.0,1.2495422684401642,48.242092065209306,29.726232647326782,False
56715,20067,City-West Link Road,City-West Link Road,Boomerang Street,Ashfield,Haberfield,2045.0,-33.869892,151.145019,0.0,0.11611083159274727,0.0,0.0,99.88388916840725,0.0,False
56744,23001,Princes Highway,Princes Highway,Brodie Spark Drive,Rockdale,Wolli Creek,2205.0,-33.929401,151.156433,10.321742007799918,7.597947204026538,17.162609271499992,0.0,59.08946865504902,5.828232861624537,False
57041,50183,Briens Road,Briens Road,Kleins Road,Parramatta,Northmead,2152.0,-33.793552,150.993912,4.022649822651015,0.0,0.6336061589836354,0.0,93.0966997390494,2.247044279315951,False
57155,57011,Mona Vale Road,Mona Vale Road,Forest Way,Warringah,Belrose,2085.0,-33.701229,151.211594,85.7443438343026,5.674409617188107,8.5812465485093,0.0,0.0,0.0,False
57097,52014,Lane Cove Road,Lane Cove Road,Ryde Road,Ku-Ring-Gai,West Pymble,2073.0,-33.775299,151.135406,0.0,0.4843645659266564,0.0,0.0,99.51563543407335,0.0,False
57108,53018,Pacific Highway,Pacific Highway,Telegraph Road,Ku-Ring-Gai,Pymble,2073.0,-33.742207,151.139358,2.0942987780814795,0.014265434898858077,0.0,0.3066693710724133,91.00375036611464,6.581016049832615,False
57005,47024,Parramatta Road,Parramatta Road,Junction Street,Auburn,Auburn,2144.0,-33.83889,151.029022,30.55462224545738,0.0,57.740479190900196,0.0,11.704898563642425,0.0,False
15252028,7112,Silverwater Road,Silverwater Road,Western Motorway,Auburn,Auburn,2144.0,-33.843338,151.043411,9.23753398502393,0.0,18.21734278204096,0.0,72.54512323293511,0.0,False
57264,68020,Church Street,Church Street,Meehan Street,Holroyd,Granville,2142.0,-33.826282,151.004715,21.239704674366035,0.0,4.110112552266582,0.0,61.57765749064914,13.072525282718244,False
56658,16088,Foreshore Road,Foreshore Road,Fremlins Lane,Botany Bay,Botany,2019.0,-33.958763,151.203247,0.4454053282863582,1.256448074961667,64.72200687761911,0.0,32.13542901503909,1.4407107040937863,False
57367,72026,Old Northern Road,Old Northern Road,Ambleside Drive,The Hills,Castle Hill,2154.0,-33.744923,150.996368,0.0,4.329903279936268,0.0,0.0,95.67009672006373,0.0,False
55322,02038,Cleveland Street,Cleveland Street,Pitt Street,Sydney,Surry Hills,2010.0,-33.889385,151.203934,17.22661936814128,1.397862400901114,0.0,1.184091120047939,44.05170611706239,36.139720993847284,False
57359,7161RLC,Pennant Hills Road,Pennant Hills Road,Beecroft Road,Hornsby,Pennant Hills,2120.0,-33.740406,151.060989,0.0,0.0,0.8674094994797708,0.23885157316951844,98.89373892735071,0.0,False
55425,02414,Pyrmont Street,Pyrmont Street,Murray Street,Sydney,Pyrmont,2009.0,-33.872505,151.196762,27.2642677822729,0.5766050218445458,5.4841334746117205,0.0,48.28195550799135,18.39303821327948,False
56856,32012,Burns Bay Road,Burns Bay Road,Martin Street,Lane Cove,Linley Point,2066.0,-33.829678,151.146133,0.464408020788188,1.3373168850856842,0.0,0.0,98.19827509412613,0.0,False
57186,62001,Hume Highway,Hume Highway,Kendall Drive,Liverpool,Casula,2170.0,-33.956684,150.891098,8.61370804468273,0.0,0.0,0.0,91.38629195531728,0.0,False
57342,71082,Carlisle Avenue,Carlisle Avenue,Beames Avenue,Blacktown,Mount Druitt,2770.0,-33.769043,150.816498,0.0,0.0,0.0,0.0,91.00302377444926,8.996976225550739,False
58690,984FDSC,The Boulevarde,The Boulevarde,Strathfield Avenue,Strathfield,Strathfield,2135.0,-33.877594,151.093262,0.747436071536466,0.0,0.0,0.8649474895338097,98.38761643892973,0.0,False
15934008,T0296,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,-33.61628,150.273605,0.0,0.0,0.0,0.0,0.0,0.0,True
56606,10011,New South Head Road,New South Head Road,Bayswater Road,Woollahra,Edgecliff,2027.0,-33.876652,151.230606,1.3369648147789606,49.054446620350056,0.0,0.0,32.357856715619626,17.250731849251352,False
57294,69200,Lancaster Street,Lancaster Street,Bimbil Street,Blacktown,Blacktown,2148.0,-33.7658920288086,150.892974853516,0.42648486959169796,0.8697993920908821,0.0,0.0,92.72398283366991,5.979732904647513,False
58847,99914,Great Western Highway,Great Western Highway,Bellevue Road,Blue Mountains,Faulconbridge,2776.0,-33.706028,150.527969,0.0,0.0,0.0,0.0,0.0,0.0,True
57224,65143,Elizabeth Drive,Elizabeth Drive,Bonnyrigg Avenue,Fairfield,Bonnyrigg,2177.0,-33.889923,150.883972,7.885888959975318,0.0,0.0,0.0,92.11411104002468,0.0,False
56730,21032,Strathallen Avenue,Strathallen Avenue,The Boulevarde,North Sydney,Cammeray,2062.0,-33.817001,151.212357,0.13595722849028463,0.0,0.0,0.0,99.76945821127279,0.09458456023692621,False
57322,71024,Windsor Road,Windsor Road,Merriville Road,The Hills,Rouse Hill,2155.0,-33.699543,150.928497,5.406742472261561,30.98621982078823,0.0,0.0,63.60703770695022,0.0,False
57293,69198,Sunnyholt Road,Sunnyholt Road,Devitt Street,Blacktown,Blacktown,2148.0,-33.769943,150.912094,33.29345932617267,0.33384571219739045,0.0,0.11847784629477848,48.63805970854811,17.616157406787046,False
57368,72027,Windsor Road,Windsor Road,Hambledon Avenue,The Hills,Baulkham Hills,2153.0,-33.740467,150.984421,2.5372630991644542,0.0,1.318688378116747,0.0,96.1440485227188,0.0,False
57138,55044,Warringah Road,Warringah Road,Melwood Avenue,Warringah,Forestville,2087.0,-33.759975,151.211227,4.994304436808694,5.253324924470575,0.11757529883868574,0.396031874344916,89.23876346553712,0.0,False
56869,33014,Pacific Highway,Pacific Highway,Mowbray Road,Lane Cove,Lane Cove North,2066.0,-33.806141,151.17952,3.3413063439645527,0.0,3.373171364985852,1.524421910105867,84.91094039843162,6.8501599825121,False
57324,71035,Wallgrove Road,Wallgrove Road,Roussell Road,Blacktown,Eastern Creek,2766.0,-33.82074,150.851837,0.0,0.0,100.0,0.0,0.0,0.0,False
57173,60001,Newbridge Road,Newbridge Road,Haig Avenue,Liverpool,Moorebank,2170.0,-33.926929,150.928101,0.4552403330841016,0.4667778837921467,70.72780590637893,0.3830470127573457,24.651348420244155,3.31578044374333,False
56781,24026,King Georges Road,King Georges Road,Roseland Avenue,Canterbury,Roselands,2196.0,-33.934917,151.0737,7.2943096549591315,0.0,1.9354082890914757,0.0,90.7702820559494,0.0,False
15334030,T0342,Galston Road,Galston Road,Calderwood Road,Hornsby,Galston,2159.0,-33.65556,151.063828,0.0,0.0,0.0,0.0,0.0,0.0,True
56615,10052,Syd Einfeld Drive,Syd Einfeld Drive,Grosvenor Street,Waverley,Bondi Junction,2022.0,-33.89072,151.250137,37.99016338030351,0.0528694938376082,0.42441078980173924,0.6254155114548183,60.677340756216466,0.2298000683858566,False
57333,71059,Richmond Road,Richmond Road,Symonds Road,Blacktown,Glendenning,2761.0,-33.741375,150.866013,0.0,33.90375600404863,15.244171373089488,0.0,50.852072622861876,0.0,False
56649,16010,Southern Cross Drive,Southern Cross Drive,Gardeners Road,Botany Bay,Eastlakes,2018.0,-33.925007,151.214737,1.4474005093928162,3.0880729655330086,0.0,0.6217444414467161,90.09831754584891,4.744464537778539,False
15286013,7164,Great Western Highway,Great Western Highway,Station Street,Holroyd,South Wentworthville,2145.0,-33.81562,150.969238,7.61592765805771,1.3516586493417222,0.6219383259219287,1.4801465536803904,88.66391069685466,0.26641811614357663,False
56841,29005,Concord Road,Concord Road,Llewellyn Street,Canada Bay,Rhodes,2138.0,-33.824696,151.093216,0.0,0.573003369036144,20.30542715398242,0.0,70.72646384980689,8.395105627174544,False
56678,18011,Princes Highway,Princes Highway,Yelverton Street,Marrickville,Sydenham,2044.0,-33.917812,151.171143,4.149200512573108,0.6738881677750321,55.04943785589242,0.0,35.26763851787669,4.85983494588276,False
57360,7168RLC,Great Western Highway,Great Western Highway,Reservoir Road,Blacktown,Blacktown,2148.0,-33.798203,150.897141,6.756067166128312,6.503334684544497,22.2702517639287,0.0,64.47034638539849,0.0,False
57395,73038,Old Northern Road,Old Northern Road,Malabar Road,Hornsby,Dural,2158.0,-33.699642,151.01561,0.0,0.0,0.0,0.0,0.0,0.0,True
57106,53005,Ryde Road,Ryde Road,Lofberg Road,Ku-Ring-Gai,West Pymble,2073.0,-33.763687,151.136978,0.0,0.791143123853245,0.0,0.0,99.20885687614675,0.0,False
57263,68019,Great Western Highway,Great Western Highway,Emert Street,Holroyd,Wentworthville,2145.0,-33.814598,150.965225,2.7872940649116797,10.699049272812227,10.12893930635617,0.9652832869813067,75.13843147762704,0.2810025913115732,False
56662,16129,Wentworth Avenue,Wentworth Avenue,Southern Cross Drive,Botany Bay,Pagewood,2035.0,-33.936672,151.209625,0.0,0.0,0.0,0.0,100.0,0.0,False
57238,66028,Cambridge Street,Cambridge Street,New Cambridge Street,Fairfield,Canley Heights,2166.0,-33.874428,150.925674,0.145354013262454,0.0,0.0,0.0,99.85464598673755,0.0,False
15828005,9658,Pennant Hills Road,Pennant Hills Road,Masons Drive,The Hills,Oatlands,2117.0,-33.79353,151.018829,0.0,0.0,0.0,0.0,100.0,0.0,False
15334003,7272,Edgar Street,Edgar Street,Marion Street,Bankstown,Bankstown,2200.0,-33.916008,151.014008,0.0877529316954105,0.0,1.3210931397216512,0.0,98.59115392858293,0.0,False
57419,74062,Epping Road,Epping Road,Crimea Road,Ryde,Marsfield,2122.0,-33.770763,151.094559,11.341855300195618,0.3062592487429289,0.0,0.0,88.35188545106145,0.0,False
57426,74090,Pennant Hills Road,Pennant Hills Road,Loftus Road,Hornsby,Pennant Hills,2120.0,-33.740452,151.059372,0.0,0.0,0.8458471390595215,0.0053877244380947705,99.14876513650238,0.0,False
57258,66249X,Fairfield Street,Fairfield Street,Cockburn Crescent,Fairfield,Fairfield East,2165.0,-33.869339,150.96344,1.436984806943787,0.1312731264868286,30.682701409271285,0.0,63.67473742675537,4.074303230542737,False
15934007,T0295,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,-33.615974,150.273331,0.0,0.0,0.0,0.0,0.0,0.0,True
57408,74011,Pacific Highway,Pacific Highway,Pennant Hills Road,Hornsby,Wahroonga,2076.0,-33.717724,151.108383,0.0,0.13769975815670923,0.6892178311424746,0.29911918728011716,97.76990978791217,1.1040534355085256,False
56844,30001,Victoria Road,Victoria Road,Burns Bay Road,Canada Bay,Drummoyne,2047.0,-33.842159,151.147903,0.0,1.1048886957419788,0.0,0.0,98.89511130425802,0.0,False
57047,50231,Marsden Road,Marsden Road,Raimonde Road,Parramatta,Carlingford,2118.0,-33.78928,151.062759,0.1939797452664678,0.08938309125991667,0.0,0.0,99.71663716347362,0.0,False
57134,55028,Pittwater Road,Pittwater Road,Nareen Parade,Pittwater,North Narrabeen,2101.0,-33.706745,151.297028,2.652630525025866,0.9194472105988458,0.0,0.03928210713791334,96.38864015723738,0.0,False
56706,20012,Parramatta Road,Parramatta Road,Brown Street,Leichhardt,Leichhardt,2040.0,-33.889751,151.145081,7.346746417737735,0.026853881506630525,2.0023285929308203,0.18226793257872045,90.4418031752461,0.0,False
57289,69084,Old Windsor Road,Old Windsor Road,Hammers Road,Parramatta,Northmead,2152.0,-33.790771,150.978729,0.8690564543799835,0.036904019619115457,0.0,0.0,99.09403952600091,0.0,False
57083,51210,Rutledge Street,Rutledge Street,West Parade,Ryde,Eastwood,2122.0,-33.79253,151.081924,21.891248490071817,0.3053994017299583,0.0,1.377995522506053,76.42535658569219,0.0,False
57458,76016,Pacific Highway,Pacific Highway,The Gully Road,Hornsby,Cowan,2081.0,-33.607098,151.161026,0.0,0.0,0.0,0.0,0.0,0.0,True
15334004,7275,Georges River Road,Georges River Road,Croydon Avenue,Burwood,Croydon Park,2133.0,-33.894714,151.110962,3.302975133251756,0.04363838230449861,2.438908724269586,0.9392259417028105,93.27525181847135,0.0,False
56369,07737,Hume Motorway,Hume Motorway,Menangle Road,Campbelltown,Menangle Park,2563.0,-34.115025,150.759109,0.0,0.0,0.0,0.0,0.0,0.0,True
58871,F3FWY002,Pacific Motorway,Pacific Motorway,Belair Place,Hornsby,Mount Kuring-Gai,2080.0,-33.651676,151.137741,0.0,0.0,0.0,0.0,0.0,0.0,True
57425,74087,Pennant Hills Road,Pennant Hills Road,The Crescent,Hornsby,Pennant Hills,2120.0,-33.738918,151.072128,15.653063959925841,0.002396102415407894,0.0,0.0,84.34453993765875,0.0,False
15286009,7159,Cambridge Street,Cambridge Street,Joseph Street,Fairfield,Canley Heights,2166.0,-33.888157,150.922974,0.9042433155719198,0.0,0.0,0.0,99.09575668442807,0.0,False
57316,70154,Knox Road,Knox Road,Cross Street,Blacktown,Doonside,2767.0,-33.763252,150.863083,0.0,0.6742266166444107,0.03717628533746101,0.0,87.2192525191823,12.069344578835812,False
57354,71172,Power Street,Power Street,Owen Street,Blacktown,Doonside,2767.0,-33.754395,150.859238,0.0,0.0,100.0,0.0,0.0,0.0,False
15286007,7150,Showground Road,Showground Road,Victoria Avenue,The Hills,Castle Hill,2154.0,-33.724922,150.977127,55.06778796200147,0.6036768993590175,0.0,0.0,44.328535138639516,0.0,False
15286011,7162,Kingsway,Kingsway,Gannons Road,Sutherland,Woolooware,2230.0,-34.045811,151.133041,0.8207541592925659,0.06918349491074245,0.0,0.0,93.71737216727087,5.39269017852583,False
15334016,T0231,Victoria Road,Victoria Road,Burns Bay Road,Hunters Hill,Huntleys Point,2111.0,-33.838615,151.143753,0.0,1.1212736917220676,0.0,0.0,98.87872630827793,0.0,False
57101,52039,Hills Motorway,M2 Motorway,Rivett Road,Ryde,North Ryde,2113.0,-33.798344,151.13913,49.56604820607863,8.739483224958477,0.0,0.0,37.3854410600177,4.309027508945194,False
15286010,7161,Pennant Hills Road,Pennant Hills Road,Beecroft Road,Hornsby,Pennant Hills,2120.0,-33.740406,151.060989,0.0,0.0,0.8674094994797708,0.23885157316951844,98.89373892735071,0.0,False
57182,60045,Copeland Street,Copeland Street,Campbell Street,Liverpool,Liverpool,2170.0,-33.916756,150.919952,9.658802646450171,18.771849832260045,8.479032869909812,0.0,63.09031465137998,0.0,False
56888,34016,Condamine Street,Condamine Street,Sloane Crescent,Warringah,Manly Vale,2093.0,-33.778187,151.267136,0.6590566512328279,3.50236811321737,0.0,0.0,95.83857523554981,0.0,False
56748,23019,Princes Highway,Princes Highway,Taylor Avenue,Rockdale,Banksia,2216.0,-33.945034,151.141708,0.2812973421272163,0.0,0.0,0.1395019742509803,99.3846265923921,0.19457409122971067,False
56740,22043,Ourimbah Road,Ourimbah Road,Bond Street,Mosman,Mosman,2088.0,-33.822067,151.238358,6.841623504585277,0.05892298997609079,0.1798800900930811,0.44455277325505893,92.26507680335534,0.2099438387351518,False
57127,53208,Boundary Street,Boundary Street,Ferncourt Avenue,Willoughby,Roseville,2069.0,-33.784893,151.187454,0.22332885197418353,0.0,0.0,0.3304943934814776,98.98616558442905,0.46001117011528775,False
56613,10032,Oxford Street,Oxford Street,Syd Einfeld Drive,Randwick,Centennial Park,2021.0,-33.890221,151.239777,8.636179315055198,4.014458772688669,4.571434197453621,0.24274689745930178,81.74121193456182,0.7939688827814033,False
99990010,9836-PR,Victoria Road,Victoria Road,Cressy Road,Ryde,Ryde,2112.0,-33.819687,151.117416,4.060037126765175,8.94089002113829,10.76820449001952,1.469261235006716,74.19808620018307,0.5635209268872324,False
57290,69087,Prospect Highway,Prospect Highway,The Hills Crescent,Blacktown,Seven Hills,2147.0,-33.774277,150.935242,13.44574995704888,0.0,16.134690906439538,1.1427008455946273,58.743891620368274,10.532966670548682,False
56663,16130,Gardeners Road,Gardeners Road,Southern Cross Drive,Botany Bay,Eastlakes,2018.0,-33.924473,151.214676,1.4182978835722493,3.762002593049543,0.0,0.6092431360250179,89.56138795816096,4.649068429192228,False
57078,51024,Victoria Road,Victoria Road,Belmore Lane,Ryde,Ryde,2112.0,-33.815586,151.101623,4.888423328391218,3.1852815527014204,0.13592878098613717,0.5893426735988372,89.76386705544306,1.4371566088793208,False
15286003,7132,Princes Highway,Princes Highway,The Seven Ways,Rockdale,Rockdale,2216.0,-33.953056,151.137482,2.810903282965257,0.0,0.0,0.24028050424405048,95.85749718181994,1.0913190309707534,False
55432,03022,Cleveland Street,Cleveland Street,Anzac Parade,Sydney,Moore Park,2021.0,-33.894791,151.220764,42.709472572083314,41.62151563699962,0.0,0.0,11.904732533952197,3.7642792569648775,False
57502,85016,Camden Valley Way,Camden Valley Way,Argyle Street,Camden,Elderslie,2570.0,-34.054153,150.707245,0.0,0.0,0.0,0.0,0.0,0.0,True
57168,59025,Barrenjoey Road,Barrenjoey Road,Pittwater Road,Pittwater,Mona Vale,2103.0,-33.677433,151.304688,0.0,0.0,0.0,0.0,100.0,0.0,False
56860,32028,Epping Road,Epping Road,Elizabeth Parade,Lane Cove,Lane Cove West,2066.0,-33.810368,151.16188,0.0,0.0,0.0,0.0,100.0,0.0,False
57300,70011,Great Western Highway,Great Western Highway,Toongabbie Road,Holroyd,Greystanes,2145.0,-33.806572,150.932541,0.0,0.0,61.76267927180368,0.0,38.237320728196316,0.0,False
56857,32022,Epping Road,Epping Road,Lane Cove Tunnel,Lane Cove,Lane Cove,2066.0,-33.812298,151.170197,12.067745716334109,2.791889321445734,0.0,0.0,85.0800372146996,0.06032774752056531,False
57462,83011,Campbelltown Road,Campbelltown Road,Blaxland Road,Campbelltown,Leumeah,2560.0,-34.050945,150.825409,24.14500233150676,23.874570785809574,0.0,0.0,51.98042688268366,0.0,False
15334014,T0085,Galston Road,Galston Road,Montview Parade,Hornsby,Hornsby Heights,2077.0,-33.665455,151.090271,0.0,0.0,0.0,0.0,0.0,0.0,True
57373,72055,Windsor Road,Windsor Road,Oakland Avenue,The Hills,Baulkham Hills,2153.0,-33.76622,150.997086,0.26090401384759465,1.5430924364007546,0.0,0.6543594388144456,97.39829149486616,0.14335261607105915,False
57105,53004,Pacific Highway,Pacific Highway,Mcintyre Street,Ku-Ring-Gai,Gordon,2072.0,-33.75317,151.151077,5.881919878791471,1.0044430347397015,0.01340141436547343,1.8154289936159345,82.30477612618436,8.980030552303067,False
56855,31111,Victoria Road,Victoria Road,Mortimer Lewis Drive,Hunters Hill,Huntleys Point,2111.0,-33.839256,151.14035,0.0,0.0,0.0,8.400955443731224,91.53514291052439,0.06390164574436995,False
57096,51235,Victoria Road,Victoria Road,Belmore Street,Ryde,Ryde,2112.0,-33.81551,151.101105,3.4362059414002526,3.2836242099516877,0.5360460479468646,0.588711639097495,90.93876262289837,1.216649538705345,False
55306,01004,Western Distributor,Western Distributor,Sussex Street,Sydney,Sydney,2000.0,-33.86618,151.203201,66.21979742001093,2.606189904328811,2.076704106233239,2.8726235628531427,17.511095549690296,8.713589456883577,False
56827,28028,Hume Highway,Hume Highway,Waterloo Road,Bankstown,Greenacre,2190.0,-33.889046,151.060608,14.022740508850212,0.07994627620826868,9.907362309248784,0.0,27.63227174804394,48.35767915764879,False
56729,21029,Military Road,Military Road,Watson Street,North Sydney,Neutral Bay,2089.0,-33.829956,151.218063,12.957215448972326,0.11227730720753008,1.7637652172695333,1.0504537350957168,79.04338560561068,5.072902685844206,False
57128,53209,Pacific Highway,Pacific Highway,Lucinda Avenue,Ku-Ring-Gai,Wahroonga,2076.0,-33.718727,151.110672,0.14810517082148858,0.3590155828047445,2.8677392539339017,0.32960778693178,94.68234406623105,1.6131881392770469,False
57025,50001,Silverwater Road,Silverwater Road,Allambie Street,Parramatta,Rydalmere,2116.0,-33.823917,151.051331,1.810860955348842,19.08194399477362,26.388857205282225,0.0,42.03665917168924,10.681678672906072,False
56918,37022,Heathcote Road,Heathcote Road,Beethoven Street,Sutherland,Engadine,2233.0,-34.072643,151.000855,0.0,0.0,0.0,0.0,100.0,0.0,False
57438,74224,Pennant Hills Road,Pennant Hills Road,Woodstock Road,The Hills,Carlingford,2118.0,-33.769329,151.049728,0.0,0.0,0.0,1.6430208721765347,98.35697912782346,0.0,False
57159,57024,Mona Vale Road,Mona Vale Road,Addison Road,Warringah,Ingleside,2101.0,-33.686592,151.256943,0.0,0.0,0.0,56.435664854815094,43.5643351451849,0.0,False
57555,88046,Bridge Street,Bridge Street,Court Street,Hawkesbury,Windsor,2756.0,-33.605782,150.824585,0.0,0.0,0.0,0.0,0.0,0.0,True
56868,33013,Pacific Highway,Pacific Highway,Boundary Street,Willoughby,Roseville,2069.0,-33.787891,151.179306,4.964714845456443,0.0,0.0,0.2834504923579961,89.60225252558313,5.149582136602438,False
56838,29001,Homebush Bay Drive,Homebush Bay Drive,Oulton Avenue,Canada Bay,Rhodes,2138.0,-33.836475,151.085938,30.639720403812316,0.1218743356222023,0.0,0.0,69.23840526056547,0.0,False
56914,37001,Princes Highway,Princes Highway,Loftus Avenue,Sutherland,Loftus,2232.0,-34.054104,151.046188,0.0,1.6469041769726567,0.0,0.0,80.96825779863627,17.384838024391065,False
15154104,7270,Lane Cove Road,Lane Cove Road,Coxs Road,Ryde,North Ryde,2113.0,-33.793304,151.119659,3.2338853124757017,0.0,0.0,0.0,96.7661146875243,0.0,False
56801,25001,Liverpool Road,Liverpool Road,Elizabeth Street,Ashfield,Summer Hill,2130.0,-33.889008,151.133102,7.220717026542254,0.3410976455681113,0.0,1.7462852133798386,90.69190011450979,0.0,False
57361,7171RLC,City-West Link Road,City-West Link Road,Timbrell Drive,Ashfield,Haberfield,2045.0,-33.870773,151.142013,0.0,0.10094376895398716,0.0,0.0,99.89905623104602,0.0,False
57314,70150,Blacktown Road,Blacktown Road,Lancelot Street,Blacktown,Seven Hills,2147.0,-33.791531,150.919113,0.0,0.0,0.0,0.0,100.0,0.0,False
57297,69205,Balmoral Street,Balmoral Street,Kildare Road,Blacktown,Blacktown,2148.0,-33.767948,150.904663,23.362438091762847,8.74547087450047,3.1878374460998677,0.6925581135518766,44.11109481987436,19.900600654210585,False
55406,02393,Crown Street,Crown Street,William Street,Sydney,Darlinghurst,2010.0,-33.874722,151.216217,2.157026320408634,81.0767469021167,3.7472334397706133,0.0,0.0,13.018993337704055,False
56950,42001,Alfords Point Road,Alfords Point Road,Snow Gum Place,Bankstown,Padstow Heights,2211.0,-33.977142,151.030533,0.0,0.0,0.0,0.0,100.0,0.0,False
