station_key,station_id,name,road_name,intersection,lga,suburb,post_code,device_type,wgs84_latitude,wgs84_longitude,poi_food_count_500m,poi_education_count_500m,poi_healthcare_count_500m,poi_public_transport_count_500m,poi_leisure_count_500m,poi_tourism_count_500m,poi_shop_count_500m,poi_data_missing,building_count_500m,building_density_per_km2_500m,building_data_missing,commercial_pct_500m,green_recreation_pct_500m,industrial_pct_500m,institutional_pct_500m,residential_pct_500m,transport_other_pct_500m,landuse_data_missing
56959,43032,Henry Lawson Drive,Henry Lawson Drive,Wainwright Avenue,Bankstown,Padstow,2211.0,Trafficorder Loop Counter,-33.963131,151.04187,0,0,0,6,5,0,0,False,571,727.0197800437779,False,0.0,0.18281484424518,0.0631643031509748,0.0,99.75402085260384,0.0,False
57160,57025,Forest Way,Forest Way,Neridah Avenue,Warringah,Belrose,2085.0,Excel Lpl,-33.725773,151.219788,0,2,0,18,24,0,1,False,43,54.749300423612,False,1.150668781175577,0.0306438401915652,0.0958539646212715,0.0,98.72283341401156,0.0,False
55385,02379,Western Distributor,Western Distributor,Allen Street,Sydney,Pyrmont,2009.0,Trafficorder Loop Counter,-33.8741,151.19487,37,3,5,34,43,21,64,False,296,376.87890524160815,False,25.328675272612163,0.7824922666907702,6.70924935054967,0.0,51.88704533306672,15.292537777080677,False
57012,49002,Parramatta Road,Parramatta Road,Harbord Street,Auburn,Auburn,2144.0,Trafficorder Loop Counter,-33.835732,151.023056,3,0,0,5,0,1,11,False,36,45.83662361046586,False,14.826412488818503,1.4167076410457051,69.29497445053741,0.0,0.0,14.461905419598384,False
57453,74453,Epping Road,Epping Road,Bridge Street,Parramatta,Epping,2121.0,Trafficorder Loop Counter,-33.773907,151.082626,27,4,12,35,57,1,29,False,693,882.3550045014678,False,12.476942975667669,0.5619935869731815,0.0,0.0,81.83916097658155,5.121902460777606,False
57358,7159RLC,Cambridge Street,Cambridge Street,Joseph Street,Fairfield,Canley Heights,2166.0,Tirtl,-33.888176,150.922974,3,1,0,11,7,1,2,False,16,20.371832715762604,False,0.8512826706283896,0.0,0.0,0.0,99.14871732937162,0.0,False
15648001,7179,Jersey Road,Jersey Road,Old Prospect Road,Holroyd,South Wentworthville,2145.0,Tirtl,-33.817272,150.962784,4,1,0,14,10,2,3,False,14,17.82535362629228,False,0.4852639096357594,4.199972699745456,9.156121921070229,0.7330671412344119,84.9848964263432,0.4406779019709537,False
57503,85019,Camden Valley Way,Camden Valley Way,Heath Road,Camden,Leppington,2179.0,Trafficorder Loop Counter,-33.976528,150.808868,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
15934015,T0485,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,Tirtl,-33.616264,150.273102,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
55411,02396,King Street,King Street,Newman Street,Marrickville,Newtown,2042.0,Trafficorder Loop Counter,-33.898334,151.178238,92,4,9,17,24,15,77,False,1006,1280.8789820035738,False,18.129169831169083,2.864666650865288,0.0,1.5985457660211455,77.21545088462908,0.1921668673153975,False
57423,74077,Junction Road,Junction Road,Edgeworth David Avenue,Hornsby,Wahroonga,2076.0,Trafficorder Loop Counter,-33.708252,151.116745,0,1,0,19,75,0,0,False,325,413.8028520389279,False,0.0,0.0,0.5333378757263855,0.0,99.46509759628344,0.0015645279901822,False
57234,66021,Woodville Road,Woodville Road,Allowrie Road,Fairfield,Villawood,2163.0,Excel Lpl,-33.888622,150.97377,0,1,0,17,3,0,0,False,10,12.732395447351628,False,0.0,0.0,0.0,0.0,100.0,0.0,False
57439,74228,New Line Road,New Line Road,Tennyson Close,Hornsby,Cherrybrook,2126.0,Tirtl,-33.723019,151.036606,0,1,0,16,133,0,0,False,848,1079.707133935418,False,0.0,0.0,0.0,0.0,100.0,0.0,False
57094,51233,Epping Road,Epping Road,Yarwood Street,Ryde,Marsfield,2122.0,Excel Lpl,-33.774441,151.103638,0,1,0,10,16,0,1,False,104,132.41691265245692,False,2.9677832386695595,0.0,0.0,0.0,96.251747499497,0.7804692618334487,False
55394,02385,Regent Street,Regent Street,James Street,Sydney,Redfern,2016.0,Trafficorder Dual Tube Classifier,-33.889572,151.201599,100,7,6,41,69,42,90,False,911,1159.9212252537332,False,18.294117261107136,2.488015757916596,0.0,1.2495422684401642,48.242092065209306,29.726232647326785,False
56715,20067,City-West Link Road,City-West Link Road,Boomerang Street,Ashfield,Haberfield,2045.0,Trafficorder Loop Counter,-33.869892,151.145019,1,0,0,10,10,1,0,False,17,21.645072260497766,False,0.0,0.1161108315927472,0.0,0.0,99.88388916840724,0.0,False
56744,23001,Princes Highway,Princes Highway,Brodie Spark Drive,Rockdale,Wolli Creek,2205.0,Trafficorder Dual Tube Classifier,-33.929401,151.156433,19,0,3,21,96,10,6,False,64,81.48733086305042,False,10.321742007799918,7.597947204026538,17.162609271499992,0.0,59.08946865504902,5.828232861624537,False
57041,50183,Briens Road,Briens Road,Kleins Road,Parramatta,Northmead,2152.0,Trafficorder Loop Counter,-33.793552,150.993912,6,1,1,10,6,0,15,False,32,40.74366543152521,False,4.022649822651015,0.0,0.6336061589836354,0.0,93.0966997390494,2.247044279315951,False
57155,57011,Mona Vale Road,Mona Vale Road,Forest Way,Warringah,Belrose,2085.0,Trafficorder Loop Counter,-33.701229,151.211594,7,1,1,7,19,1,31,False,45,57.29577951308232,False,85.7443438343026,5.674409617188107,8.5812465485093,0.0,0.0,0.0,False
57097,52014,Lane Cove Road,Lane Cove Road,Ryde Road,Ku-Ring-Gai,West Pymble,2073.0,Trafficorder Loop Counter,-33.775299,151.135406,0,0,0,4,10,15,1,False,73,92.94648676566688,False,0.0,0.4843645659266564,0.0,0.0,99.51563543407336,0.0,False
57108,53018,Pacific Highway,Pacific Highway,Telegraph Road,Ku-Ring-Gai,Pymble,2073.0,Trafficorder Dual Tube Classifier,-33.742207,151.139358,1,2,3,13,66,0,4,False,93,118.41127766037012,False,2.0942987780814795,0.014265434898858,0.0,0.3066693710724133,91.00375036611464,6.581016049832615,False
57005,47024,Parramatta Road,Parramatta Road,Junction Street,Auburn,Auburn,2144.0,Tirtl,-33.83889,151.029022,4,0,0,15,2,0,18,False,59,75.1211331393746,False,30.55462224545738,0.0,57.7404791909002,0.0,11.704898563642423,0.0,False
15252028,7112,Silverwater Road,Silverwater Road,Western Motorway,Auburn,Auburn,2144.0,Tirtl,-33.843338,151.043411,4,2,0,13,5,0,7,False,41,52.20282133414168,False,9.23753398502393,0.0,18.21734278204096,0.0,72.54512323293511,0.0,False
57264,68020,Church Street,Church Street,Meehan Street,Holroyd,Granville,2142.0,Trafficorder Loop Counter,-33.826282,151.004715,2,2,1,12,9,0,26,False,319,406.1634147705169,False,21.239704674366035,0.0,4.110112552266582,0.0,61.57765749064914,13.072525282718244,False
56658,16088,Foreshore Road,Foreshore Road,Fremlins Lane,Botany Bay,Botany,2019.0,Trafficorder Loop Counter,-33.958763,151.203247,1,0,0,5,16,1,0,False,42,53.47606087887684,False,0.4454053282863582,1.256448074961667,64.72200687761911,0.0,32.13542901503909,1.4407107040937863,False
57367,72026,Old Northern Road,Old Northern Road,Ambleside Drive,The Hills,Castle Hill,2154.0,Excel Lpl,-33.744923,150.996368,1,5,2,19,70,0,0,False,385,490.19722472303766,False,0.0,4.329903279936268,0.0,0.0,95.67009672006373,0.0,False
55322,02038,Cleveland Street,Cleveland Street,Pitt Street,Sydney,Surry Hills,2010.0,Trafficorder Loop Counter,-33.889385,151.203934,90,8,4,18,62,35,69,False,1117,1422.2085714691768,False,17.22661936814128,1.397862400901114,0.0,1.184091120047939,44.05170611706239,36.13972099384728,False
57359,7161RLC,Pennant Hills Road,Pennant Hills Road,Beecroft Road,Hornsby,Pennant Hills,2120.0,Tirtl,-33.740406,151.060989,0,1,0,11,93,0,0,False,580,738.4789359463944,False,0.0,0.0,0.8674094994797708,0.2388515731695184,98.89373892735073,0.0,False
55425,02414,Pyrmont Street,Pyrmont Street,Murray Street,Sydney,Pyrmont,2009.0,Trafficorder Loop Counter,-33.872505,151.196762,66,3,7,41,50,35,49,False,306,389.6113006889598,False,27.2642677822729,0.5766050218445458,5.4841334746117205,0.0,48.28195550799135,18.39303821327948,False
56856,32012,Burns Bay Road,Burns Bay Road,Martin Street,Lane Cove,Linley Point,2066.0,Trafficorder Loop Counter,-33.829678,151.146133,4,1,2,8,12,5,4,False,6,7.639437268410976,False,0.464408020788188,1.3373168850856842,0.0,0.0,98.19827509412612,0.0,False
57186,62001,Hume Highway,Hume Highway,Kendall Drive,Liverpool,Casula,2170.0,Excel Ll,-33.956684,150.891098,7,1,0,17,8,2,9,False,24,30.557749073643905,False,8.61370804468273,0.0,0.0,0.0,91.38629195531728,0.0,False
57342,71082,Carlisle Avenue,Carlisle Avenue,Beames Avenue,Blacktown,Mount Druitt,2770.0,Trafficorder Loop Counter,-33.769043,150.816498,0,0,0,4,0,0,0,False,0,0.0,True,0.0,0.0,0.0,0.0,91.00302377444926,8.996976225550739,False
58690,984FDSC,The Boulevarde,The Boulevarde,Strathfield Avenue,Strathfield,Strathfield,2135.0,Tirtl,-33.877594,151.093262,19,6,4,19,193,0,10,False,653,831.4254227120613,False,0.747436071536466,0.0,0.0,0.8649474895338097,98.38761643892973,0.0,False
15934008,T0296,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,Tirtl,-33.61628,150.273605,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
56606,10011,New South Head Road,New South Head Road,Bayswater Road,Woollahra,Edgecliff,2027.0,Tirtl,-33.876652,151.230606,17,2,3,14,134,45,41,False,404,514.3887760730057,False,1.3369648147789606,49.054446620350056,0.0,0.0,32.357856715619626,17.250731849251352,False
57294,69200,Lancaster Street,Lancaster Street,Bimbil Street,Blacktown,Blacktown,2148.0,Trafficorder Loop Counter,-33.7658920288086,150.892974853516,0,0,0,19,6,0,1,False,1,1.2732395447351628,False,0.4264848695916979,0.8697993920908821,0.0,0.0,92.72398283366992,5.979732904647513,False
58847,99914,Great Western Highway,Great Western Highway,Bellevue Road,Blue Mountains,Faulconbridge,2776.0,Trafficorder Loop Counter,-33.706028,150.527969,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
57224,65143,Elizabeth Drive,Elizabeth Drive,Bonnyrigg Avenue,Fairfield,Bonnyrigg,2177.0,Trafficorder Loop Counter,-33.889923,150.883972,2,0,0,5,15,0,1,False,33,42.01690497626037,False,7.885888959975318,0.0,0.0,0.0,92.11411104002468,0.0,False
56730,21032,Strathallen Avenue,Strathallen Avenue,The Boulevarde,North Sydney,Cammeray,2062.0,Trafficorder Loop Counter,-33.817001,151.212357,0,1,0,9,49,7,0,False,108,137.50987083139756,False,0.1359572284902846,0.0,0.0,0.0,99.7694582112728,0.0945845602369262,False
57322,71024,Windsor Road,Windsor Road,Merriville Road,The Hills,Rouse Hill,2155.0,Excel Ll,-33.699543,150.928497,7,1,2,8,60,1,7,False,510,649.352167814933,False,5.406742472261561,30.98621982078823,0.0,0.0,63.60703770695022,0.0,False
57293,69198,Sunnyholt Road,Sunnyholt Road,Devitt Street,Blacktown,Blacktown,2148.0,Trafficorder Dual Tube Classifier,-33.769943,150.912094,20,3,5,24,4,2,36,False,175,222.81692032865348,False,33.29345932617267,0.3338457121973904,0.0,0.1184778462947784,48.63805970854811,17.616157406787046,False
57368,72027,Windsor Road,Windsor Road,Hambledon Avenue,The Hills,Baulkham Hills,2153.0,Tirtl,-33.740467,150.984421,0,0,1,6,2,0,0,False,8,10.185916357881302,False,2.5372630991644542,0.0,1.318688378116747,0.0,96.1440485227188,0.0,False
57138,55044,Warringah Road,Warringah Road,Melwood Avenue,Warringah,Forestville,2087.0,Trafficorder Loop Counter,-33.759975,151.211227,14,2,6,12,32,2,21,False,345,439.2676429336311,False,4.994304436808694,5.253324924470575,0.1175752988386857,0.396031874344916,89.23876346553712,0.0,False
56869,33014,Pacific Highway,Pacific Highway,Mowbray Road,Lane Cove,Lane Cove North,2066.0,Excel Lpl,-33.806141,151.17952,4,0,1,14,22,2,20,False,610,776.6761222884493,False,3.3413063439645527,0.0,3.373171364985852,1.524421910105867,84.91094039843162,6.8501599825121,False
57324,71035,Wallgrove Road,Wallgrove Road,Roussell Road,Blacktown,Eastern Creek,2766.0,Trafficorder Loop Counter,-33.82074,150.851837,0,0,0,4,0,0,0,False,33,42.01690497626037,False,0.0,0.0,100.0,0.0,0.0,0.0,False
57173,60001,Newbridge Road,Newbridge Road,Haig Avenue,Liverpool,Moorebank,2170.0,Excel Lpl,-33.926929,150.928101,14,3,6,32,20,0,15,False,226,287.7521371101468,False,0.4552403330841016,0.4667778837921467,70.72780590637893,0.3830470127573457,24.651348420244155,3.31578044374333,False
56781,24026,King Georges Road,King Georges Road,Roseland Avenue,Canterbury,Roselands,2196.0,Trafficorder Dual Tube Classifier,-33.934917,151.0737,2,0,0,25,10,0,9,False,11,14.00563499208679,False,7.2943096549591315,0.0,1.935408289091476,0.0,90.7702820559494,0.0,False
15334030,T0342,Galston Road,Galston Road,Calderwood Road,Hornsby,Galston,2159.0,Tirtl,-33.65556,151.063828,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
56615,10052,Syd Einfeld Drive,Syd Einfeld Drive,Grosvenor Street,Waverley,Bondi Junction,2022.0,Trafficorder Dual Tube Classifier,-33.89072,151.250137,48,4,17,60,67,17,95,False,412,524.574692430887,False,37.99016338030351,0.0528694938376082,0.4244107898017392,0.6254155114548183,60.67734075621647,0.2298000683858566,False
57333,71059,Richmond Road,Richmond Road,Symonds Road,Blacktown,Glendenning,2761.0,Trafficorder Loop Counter,-33.741375,150.866013,0,0,0,7,1,0,0,False,105,133.69015219719208,False,0.0,33.90375600404863,15.244171373089488,0.0,50.85207262286188,0.0,False
56649,16010,Southern Cross Drive,Southern Cross Drive,Gardeners Road,Botany Bay,Eastlakes,2018.0,Trafficorder Loop Counter,-33.925007,151.214737,1,2,0,12,15,0,5,False,33,42.01690497626037,False,1.4474005093928162,3.0880729655330086,0.0,0.6217444414467161,90.09831754584891,4.744464537778539,False
15286013,7164,Great Western Highway,Great Western Highway,Station Street,Holroyd,South Wentworthville,2145.0,Tirtl,-33.81562,150.969238,8,4,1,30,15,1,23,False,48,61.11549814728781,False,7.61592765805771,1.3516586493417222,0.6219383259219287,1.4801465536803904,88.66391069685466,0.2664181161435766,False
56841,29005,Concord Road,Concord Road,Llewellyn Street,Canada Bay,Rhodes,2138.0,Tirtl,-33.824696,151.093216,0,0,0,9,25,1,1,False,209,266.107064849649,False,0.0,0.573003369036144,20.30542715398242,0.0,70.72646384980689,8.395105627174544,False
56678,18011,Princes Highway,Princes Highway,Yelverton Street,Marrickville,Sydenham,2044.0,Excel Pp,-33.917812,151.171143,3,0,0,10,30,6,16,False,96,122.23099629457562,False,4.149200512573108,0.6738881677750321,55.04943785589242,0.0,35.26763851787669,4.85983494588276,False
57360,7168RLC,Great Western Highway,Great Western Highway,Reservoir Road,Blacktown,Blacktown,2148.0,Tirtl,-33.798203,150.897141,0,0,0,4,9,0,3,False,15,19.09859317102744,False,6.756067166128312,6.503334684544497,22.2702517639287,0.0,64.47034638539849,0.0,False
57395,73038,Old Northern Road,Old Northern Road,Malabar Road,Hornsby,Dural,2158.0,Excel Lpl,-33.699642,151.01561,0,0,0,5,0,0,0,False,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
57106,53005,Ryde Road,Ryde Road,Lofberg Road,Ku-Ring-Gai,West Pymble,2073.0,Excel Lpl,-33.763687,151.136978,2,2,2,20,22,2,3,False,250,318.3098861837907,False,0.0,0.791143123853245,0.0,0.0,99.20885687614675,0.0,False
57263,68019,Great Western Highway,Great Western Highway,Emert Street,Holroyd,Wentworthville,2145.0,Trafficorder Loop Counter,-33.814598,150.965225,8,4,0,16,15,2,7,False,43,54.749300423612,False,2.78729406491168,10.699049272812228,10.12893930635617,0.9652832869813068,75.13843147762704,0.2810025913115732,False
56662,16129,Wentworth Avenue,Wentworth Avenue,Southern Cross Drive,Botany Bay,Pagewood,2035.0,Trafficorder Loop Counter,-33.936672,151.209625,0,0,0,0,0,0,0,True,1,1.2732395447351628,False,0.0,0.0,0.0,0.0,100.0,0.0,False
57238,66028,Cambridge Street,Cambridge Street,New Cambridge Street,Fairfield,Canley Heights,2166.0,Trafficorder Loop Counter,-33.874428,150.925674,0,1,0,12,7,0,0,False,1,1.2732395447351628,False,0.145354013262454,0.0,0.0,0.0,99.85464598673757,0.0,False
15828005,9658,Pennant Hills Road,Pennant Hills Road,Masons Drive,The Hills,Oatlands,2117.0,Tirtl,-33.79353,151.018829,0,4,0,6,12,1,0,False,39,49.65634224467134,False,0.0,0.0,0.0,0.0,100.0,0.0,False
15334003,7272,Edgar Street,Edgar Street,Marion Street,Bankstown,Bankstown,2200.0,Tirtl,-33.916008,151.014008,0,1,0,9,9,0,0,False,340,432.90144520995534,False,0.0877529316954105,0.0,1.3210931397216512,0.0,98.59115392858293,0.0,False
57419,74062,Epping Road,Epping Road,Crimea Road,Ryde,Marsfield,2122.0,Trafficorder Loop Counter,-33.770763,151.094559,2,1,0,4,82,2,0,False,413,525.8479319756223,False,11.341855300195618,0.3062592487429289,0.0,0.0,88.35188545106145,0.0,False
57426,74090,Pennant Hills Road,Pennant Hills Road,Loftus Road,Hornsby,Pennant Hills,2120.0,Trafficorder Loop Counter,-33.740452,151.059372,0,1,0,11,85,0,0,False,489,622.6141373754946,False,0.0,0.0,0.8458471390595215,0.0053877244380947,99.14876513650238,0.0,False
57258,66249X,Fairfield Street,Fairfield Street,Cockburn Crescent,Fairfield,Fairfield East,2165.0,Excel Lpl,-33.869339,150.96344,2,2,0,9,5,0,1,False,14,17.82535362629228,False,1.436984806943787,0.1312731264868286,30.682701409271285,0.0,63.67473742675537,4.074303230542737,False
15934007,T0295,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,Tirtl,-33.615974,150.273331,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
57408,74011,Pacific Highway,Pacific Highway,Pennant Hills Road,Hornsby,Wahroonga,2076.0,Trafficorder Loop Counter,-33.717724,151.108383,1,2,0,4,28,9,0,False,55,70.02817496043394,False,0.0,0.1376997581567092,0.6892178311424746,0.2991191872801171,97.76990978791216,1.1040534355085256,False
56844,30001,Victoria Road,Victoria Road,Burns Bay Road,Canada Bay,Drummoyne,2047.0,Trafficorder Loop Counter,-33.842159,151.147903,0,0,0,0,11,1,0,False,20,25.464790894703256,False,0.0,1.1048886957419788,0.0,0.0,98.89511130425802,0.0,False
57047,50231,Marsden Road,Marsden Road,Raimonde Road,Parramatta,Carlingford,2118.0,Excel Lpl,-33.78928,151.062759,1,1,1,9,7,0,2,False,31,39.470425886790046,False,0.1939797452664678,0.0893830912599166,0.0,0.0,99.71663716347362,0.0,False
57134,55028,Pittwater Road,Pittwater Road,Nareen Parade,Pittwater,North Narrabeen,2101.0,Trafficorder Dual Tube Classifier,-33.706745,151.297028,10,0,1,10,15,1,14,False,111,141.32958946560305,False,2.652630525025866,0.9194472105988458,0.0,0.0392821071379133,96.38864015723738,0.0,False
56706,20012,Parramatta Road,Parramatta Road,Brown Street,Leichhardt,Leichhardt,2040.0,Trafficorder Dual Tube Classifier,-33.889751,151.145081,10,7,0,26,23,2,13,False,480,611.1549814728781,False,7.346746417737735,0.0268538815066305,2.0023285929308203,0.1822679325787204,90.4418031752461,0.0,False
57289,69084,Old Windsor Road,Old Windsor Road,Hammers Road,Parramatta,Northmead,2152.0,Trafficorder Loop Counter,-33.790771,150.978729,2,0,2,22,7,0,10,False,202,257.19438803650286,False,0.8690564543799835,0.0369040196191154,0.0,0.0,99.09403952600093,0.0,False
57083,51210,Rutledge Street,Rutledge Street,West Parade,Ryde,Eastwood,2122.0,Trafficorder Dual Tube Classifier,-33.79253,151.081924,44,2,13,33,46,1,43,False,393,500.38314108091896,False,21.891248490071817,0.3053994017299583,0.0,1.377995522506053,76.42535658569219,0.0,False
57458,76016,Pacific Highway,Pacific Highway,The Gully Road,Hornsby,Cowan,2081.0,Trafficorder Loop Counter,-33.607098,151.161026,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
15334004,7275,Georges River Road,Georges River Road,Croydon Avenue,Burwood,Croydon Park,2133.0,Tirtl,-33.894714,151.110962,7,4,2,17,12,0,9,False,1053,1340.7212406061265,False,3.302975133251756,0.0436383823044986,2.438908724269586,0.9392259417028104,93.27525181847136,0.0,False
56369,07737,Hume Motorway,Hume Motorway,Menangle Road,Campbelltown,Menangle Park,2563.0,Trafficorder Loop Counter,-34.115025,150.759109,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
58871,F3FWY002,Pacific Motorway,Pacific Motorway,Belair Place,Hornsby,Mount Kuring-Gai,2080.0,Tirtl,-33.651676,151.137741,0,0,0,0,0,0,0,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,True
57425,74087,Pennant Hills Road,Pennant Hills Road,The Crescent,Hornsby,Pennant Hills,2120.0,Trafficorder Loop Counter,-33.738918,151.072128,3,7,4,21,50,1,21,False,482,613.7014605623484,False,15.65306395992584,0.0023961024154078,0.0,0.0,84.34453993765875,0.0,False
15286009,7159,Cambridge Street,Cambridge Street,Joseph Street,Fairfield,Canley Heights,2166.0,Tirtl,-33.888157,150.922974,3,1,0,11,7,1,2,False,17,21.645072260497766,False,0.9042433155719198,0.0,0.0,0.0,99.09575668442808,0.0,False
57316,70154,Knox Road,Knox Road,Cross Street,Blacktown,Doonside,2767.0,Excel Lpl,-33.763252,150.863083,0,0,0,7,19,4,0,False,10,12.732395447351628,False,0.0,0.6742266166444107,0.037176285337461,0.0,87.2192525191823,12.069344578835812,False
57354,71172,Power Street,Power Street,Owen Street,Blacktown,Doonside,2767.0,Trafficorder Dual Tube Classifier,-33.754395,150.859238,0,0,0,2,0,0,0,False,24,30.557749073643905,False,0.0,0.0,100.0,0.0,0.0,0.0,False
15286007,7150,Showground Road,Showground Road,Victoria Avenue,The Hills,Castle Hill,2154.0,Tirtl,-33.724922,150.977127,2,1,1,14,4,1,13,False,51,64.9352167814933,False,55.06778796200147,0.6036768993590175,0.0,0.0,44.32853513863952,0.0,False
15286011,7162,Kingsway,Kingsway,Gannons Road,Sutherland,Woolooware,2230.0,Tirtl,-34.045811,151.133041,1,0,1,22,7,0,4,False,17,21.645072260497766,False,0.8207541592925659,0.0691834949107424,0.0,0.0,93.71737216727088,5.39269017852583,False
15334016,T0231,Victoria Road,Victoria Road,Burns Bay Road,Hunters Hill,Huntleys Point,2111.0,Tirtl,-33.838615,151.143753,0,1,0,4,21,1,0,False,10,12.732395447351628,False,0.0,1.1212736917220676,0.0,0.0,98.87872630827792,0.0,False
57101,52039,Hills Motorway,M2 Motorway,Rivett Road,Ryde,North Ryde,2113.0,Trafficorder Loop Counter,-33.798344,151.13913,4,1,0,12,12,8,2,False,91,115.8647985708998,False,49.56604820607863,8.739483224958477,0.0,0.0,37.3854410600177,4.309027508945194,False
15286010,7161,Pennant Hills Road,Pennant Hills Road,Beecroft Road,Hornsby,Pennant Hills,2120.0,Tirtl,-33.740406,151.060989,0,1,0,11,93,0,0,False,580,738.4789359463944,False,0.0,0.0,0.8674094994797708,0.2388515731695184,98.89373892735073,0.0,False
57182,60045,Copeland Street,Copeland Street,Campbell Street,Liverpool,Liverpool,2170.0,Trafficorder Loop Counter,-33.916756,150.919952,37,1,6,9,22,0,95,False,201,255.92114849176767,False,9.658802646450171,18.771849832260045,8.479032869909812,0.0,63.09031465137998,0.0,False
